annotator ID,talk__id,speaker__name,url_webpage,url_video,identify_accent,rate_accent,rater_confidence,speaker_race,speaker_gender,notes
Ellen,44912,Derren Brown,https://www.ted.com/talks/derren_brown_mentalism_mind_reading_and_the_art_of_getting_inside_your_head,https://py.tedcdn.com/consus/projects/00/05/52/004/products/2019-derren-brown-004-fallback-6b56833eb3710e4d00290b9cdc23d951-1200k.mp4,british and australian,3,5,white/european,male,
Ellen,1674,Michael Dickinson,https://www.ted.com/talks/michael_dickinson_how_a_fly_flies,https://py.tedcdn.com/consus/projects/00/08/60/001/products/2013x-michael-dickinson-001-fallback-7218a6c2cb2634df1cd3b7b5f7217a0c-1200k.mp4,us american,5,5,white/european,male,
Ellen,1444,Renny Gleeson,https://www.ted.com/talks/renny_gleeson_404_the_story_of_a_page_not_found,https://py.tedcdn.com/consus/projects/00/09/29/004/products/2012u-renny-gleeson-004-fallback-a9792194ad23175492ea71fce3738373-1200k.mp4,us american,5,5,white/european,male,
Ellen,65432,"Elizabeth ""Zibi"" Turtle",https://www.ted.com/talks/elizabeth_zibi_turtle_what_saturn_s_most_mysterious_moon_could_teach_us_about_the_origins_of_life,https://py.tedcdn.com/consus/projects/00/39/39/006/products/2020-elizabeth-zibi-turtle-006-fallback-2e49d9c7ef179d7ebb239bc7a63a5c6a-1200k.mp4,us american,5,5,white/european,female,
Ellen,2796,Michael Patrick Lynch,https://www.ted.com/talks/michael_patrick_lynch_how_to_see_past_your_own_perspective_and_find_truth,https://py.tedcdn.com/consus/projects/00/28/55/003/products/2017-michael-patrick-lynch-003-fallback-5c9badbc75d472ece2a46e117e9b3484-1200k.mp4,us american,5,5,white/european,male,
Ellen,1004,Aaron Huey,https://www.ted.com/talks/aaron_huey_america_s_native_prisoners_of_war,https://py.tedcdn.com/consus/projects/00/39/75/007/products/2010x-aaron-huey-007-fallback-01f8bc91d52baf6dd45d04e5a3f0bfee-1200k.mp4,us american,5,5,white/european,male,
Ellen,66725,Hasan Kwame Jeffries,https://www.ted.com/talks/hasan_kwame_jeffries_why_we_must_confront_the_painful_parts_of_us_history,https://py.tedcdn.com/consus/projects/00/39/50/003/products/2020x-hasan-kwame-jeffries-003-fallback-c3d191a40bbf1bc44d53b5616e132614-1200k.mp4,us american,5,5,black/african american,male,
Ellen,69385,Genevieve Bell,https://www.ted.com/talks/genevieve_bell_6_big_ethical_questions_about_the_future_of_ai,https://py.tedcdn.com/consus/projects/00/51/53/007/products/2020s-genevieve-bell-007-fallback-730591648b1f56e4627ecdd80d9fa973-1200k.mp4,british and australian,4,5,white/european,female,
Ellen,582,Philip Zimbardo,https://www.ted.com/talks/philip_zimbardo_the_psychology_of_time,https://py.tedcdn.com/consus/projects/00/19/22/012/products/2009u-philip-zimbardo-012-fallback-3625148c2a0a03f53dcf26c7a63221ce-1200k.mp4,us american,5,5,white/european,male,
Ellen,1231,Abraham Verghese,https://www.ted.com/talks/abraham_verghese_a_doctor_s_touch,https://py.tedcdn.com/consus/projects/00/13/85/007/products/2011g-abraham-verghese-007-fallback-d9cd61d2c3f1912b56f52f58454d8fcc-1200k.mp4,british and australian,3,3,white/european,male,
Ellen,64912,Ali Kashani,https://www.ted.com/talks/ali_kashani_a_friendly_autonomous_robot_that_delivers_your_food,https://py.tedcdn.com/consus/projects/00/36/44/004/products/2020-ali-kashani-004-fallback-620c07ed19624b3d095f122d693a5dd1-1200k.mp4,middle eastern,4,3,middle eastern/north african,male,
Ellen,34214,Steven Petrow,https://www.ted.com/talks/steven_petrow_3_ways_to_practice_civility,https://py.tedcdn.com/consus/projects/00/03/98/004/products/2019s-steven-petrow-004-fallback-b0ea86f152213b02f0e22f4466770b50-1200k.mp4,us american,5,5,white/european,male,
Ellen,63673,Julia Shaw,https://www.ted.com/talks/julia_shaw_how_to_support_witnesses_of_harassment_and_build_healthier_workplaces,https://py.tedcdn.com/consus/projects/00/24/33/003/products/2019x-julia-shaw-003-fallback-483b0862973a151a522fbcb9c8083ff6-1200k.mp4,us american,5,5,white/european,female,
Ellen,26264,Henrietta Fore,https://www.ted.com/talks/henrietta_fore_how_we_can_help_young_people_build_a_better_future,https://py.tedcdn.com/consus/projects/00/00/40/003/products/2018s-henrietta-fore-003-fallback-f130fc59d2274dea44dc470fd57f36fa-1200k.mp4,british and australian,4,5,white/european,female,
Ellen,23751,Daniel Dulek,https://www.ted.com/talks/daniel_dulek_how_big_is_a_mole_not_the_animal_the_other_one,https://py.tedcdn.com/consus/projects/00/45/57/001/products/2012e-daniel-dulek-mole-001-fallback-a4a079bedaf9068c51911044fe7e0a81-1200k.mp4,us american,5,5,???,male,animation
Ellen,766,Blaise Agüera y Arcas,https://www.ted.com/talks/blaise_aguera_y_arcas_augmented_reality_maps,https://py.tedcdn.com/consus/projects/00/06/99/016/products/2010-blaise-aguera-y-arcas-016-fallback-a39ea7e25c00ff84d2ea2eb1d17654db-1200k.mp4,us american,4,4,hispanic/latino,male,
Ellen,2407,Achenyo Idachaba,https://www.ted.com/talks/achenyo_idachaba_how_i_turned_a_deadly_plant_into_a_thriving_business,https://py.tedcdn.com/consus/projects/00/25/61/012/products/2015w-achenyo-idachaba-012-fallback-409fa9dc4a1dfe0e24ed99fabf687727-1200k.mp4,african,4,5,black/african american,female,speaker implies she's from nigeria
Ellen,16782,Jakob Magolan,https://www.ted.com/talks/jakob_magolan_a_crash_course_in_organic_chemistry,https://py.tedcdn.com/consus/projects/00/31/68/004/products/2017x-jakob-magolan-004-fallback-3ad5f0d3b3c37e631808b2cafe1fbcea-1200k.mp4,us american,5,5,white/european,male,
Ellen,27219,Suzie Sheehy,https://www.ted.com/talks/suzie_sheehy_the_case_for_curiosity_driven_research,https://py.tedcdn.com/consus/projects/00/00/63/004/products/2018x-suzie-sheehy-004-fallback-51ffda23e776a81945fb9be906cae0a5-1200k.mp4,british and australian,3,5,white/european,female,
Ellen,36110,Yana Buhrer Tavanier,https://www.ted.com/talks/yana_buhrer_tavanier_how_to_recover_from_activism_burnout,https://py.tedcdn.com/consus/projects/00/04/03/002/products/2018s-yana-buhrer-tavanier-002-fallback-cc40753601693a63195cd9306f9de645-1200k.mp4,eastern european,3,4,white/european,female,speaker implies she's from bulgaria
Ellen,66614,Dannagal G. Young,https://www.ted.com/talks/dannagal_g_young_the_psychological_traits_that_shape_your_political_beliefs,https://py.tedcdn.com/consus/projects/00/41/61/004/products/2020-dannagal-g-young-004-fallback-c3170d4a5e11ad1256d6df1a05959267-1200k.mp4,us american,5,5,white/european,female,
Ellen,41404,Erika Hamden,https://www.ted.com/talks/erika_hamden_what_it_takes_to_launch_a_telescope,https://py.tedcdn.com/consus/projects/00/05/03/002/products/2019u-erika-hamden-002-fallback-9144b2189b95c25fa01d21b5fa670a11-1200k.mp4,us american,5,5,white/european,female,
Ellen,49424,Will Hurd,https://www.ted.com/talks/will_hurd_a_wall_won_t_solve_america_s_border_problems,https://py.tedcdn.com/consus/projects/00/06/49/003/products/2019s-will-hurd-003-fallback-18bd450db8771a741f1c69523ccd9b5d-1200k.mp4,us american,5,5,white/european,"one female, one male","interview, two speakers"
Ellen,36809,Jordan Raskopoulos,https://www.ted.com/talks/jordan_raskopoulos_how_i_live_with_high_functioning_anxiety,,british and australian,3,5,white/european,female,
Ellen,64686,Vishaan Chakrabarti,https://www.ted.com/talks/vishaan_chakrabarti_3_ways_we_can_redesign_cities_for_equity_and_inclusion,https://py.tedcdn.com/consus/projects/00/37/21/002/products/2020-vishaan-chakrabarti-002-fallback-47cc105d25f15e173d4c9be2907c5d72-1200k.mp4,us american,5,5,"white/european, south asian","one female, one male","interview, two speakers"
Ellen,2818,Tricia Wang,https://www.ted.com/talks/tricia_wang_the_human_insights_missing_from_big_data,https://py.tedcdn.com/consus/projects/00/28/76/004/products/2016x-tricia-wang-004-fallback-2601af3c9de3b95ce1a07d880bd380d0-1200k.mp4,us american,5,5,east asian,female,
Ellen,62738,Pardis Sabeti and Christian Happi,https://www.ted.com/talks/pardis_sabeti_and_christian_happi_a_virus_detection_network_to_stop_the_next_pandemic,https://py.tedcdn.com/consus/projects/00/36/19/013/products/2020s-christian-happi-and-pardis-sabeti-013-fallback-950cdf652a149b9f847f877bfc5e3633-1200k.mp4,"african, us american","3,5","5,5","black/african american, white/european","one male, one female",two speakers
Ellen,26262,Alex Edmans,https://www.ted.com/talks/alex_edmans_what_to_trust_in_a_post_truth_world,https://py.tedcdn.com/consus/projects/00/32/75/002/products/2017x-alex-edmans-002-fallback-5412880f075dd5e52dc1cb7fb796e6bc-1200k.mp4,british and australian,3,5,east asian,male,
Ellen,19413,Paul Rucker,https://www.ted.com/talks/paul_rucker_the_symbols_of_systemic_racism_and_how_to_take_away_their_power,https://py.tedcdn.com/consus/projects/00/31/92/006/products/2018u-paul-rucker-006-fallback-9189d799ba9486489166798fb3e0e6a9-1200k.mp4,us american,5,5,black/african american,male,
Ellen,29263,Ai-jen Poo,https://www.ted.com/talks/ai_jen_poo_the_work_that_makes_all_other_work_possible,https://py.tedcdn.com/consus/projects/00/00/95/002/products/2018w-ai-jen-poo-002-fallback-64a87d2ae7ff03a68015134a246beae2-1200k.mp4,us american,4,5,east asian,female,
Ellen,49735,Herman Narula,https://www.ted.com/talks/herman_narula_the_transformative_power_of_video_games,https://py.tedcdn.com/consus/projects/00/06/63/003/products/2019-herman-narula-003-fallback-1150b55ab90b345c7cd141e188972bd5-1200k.mp4,south asian,4,5,south asian,male,
Ellen,3891,Michel Dugon,https://www.ted.com/talks/michel_dugon_the_secrets_of_spider_venom,https://py.tedcdn.com/consus/projects/00/29/89/002/products/2017x-michel-dugon-002-fallback-0e0a7cb16e2dcbeb69f60bbfb5212753-1200k.mp4,northern/western european,2,5,white/european,male,
Ellen,23917,Joy Lin,https://www.ted.com/talks/joy_lin_if_superpowers_were_real_super_speed,https://py.tedcdn.com/consus/projects/00/41/70/002/products/2013e-joy-lin-superspeed-002-fallback-851247e4b0b4b64b1ca2af9905ff4928-1200k.mp4,us american,5,5,???,male,animation
Ellen,1781,Jinha Lee,https://www.ted.com/talks/jinha_lee_reach_into_the_computer_and_grab_a_pixel,https://py.tedcdn.com/consus/projects/00/16/88/003/products/2013-jinha-lee-003-fallback-8a60a853ac14677b2d2fe9dd10c6dc59-1200k.mp4,east asian,3,5,east asian,male,
Ellen,214,Michael Pollan,https://www.ted.com/talks/michael_pollan_a_plant_s_eye_view,https://py.tedcdn.com/consus/projects/00/17/86/009/products/2007-michael-pollan-009-fallback-8a6e7b275463e9324dabb61fce7124b2-1200k.mp4,us american,5,5,white/european,male,
Ellen,1730,Juan Enriquez,https://www.ted.com/talks/juan_enriquez_your_online_life_permanent_as_a_tattoo,https://py.tedcdn.com/consus/projects/00/03/17/006/products/2013-juan-enriquez-006-fallback-5cae7a31d2003edd361f541120ff9dd2-1200k.mp4,us american,5,5,hispanic/latino,male,
Ellen,1565,Tristram Stuart,https://www.ted.com/talks/tristram_stuart_the_global_food_waste_scandal,https://py.tedcdn.com/consus/projects/00/20/61/006/products/2012s-tristram-stuart-006-fallback-19b38c007055ce38aa8d20508ab1f1a7-1200k.mp4,british and australian,3,5,white/european,male,speaker implies he's from england
Ellen,52807,Laurel Braitman,https://www.ted.com/talks/laurel_braitman_the_mental_health_benefits_of_storytelling_for_health_care_workers,https://py.tedcdn.com/consus/projects/00/21/99/002/products/2019u-laurel-braitman-002-fallback-751a2c520193ef6b92dbdd14310d5623-1200k.mp4,us american,5,5,white/european,female,
Ellen,2787,Garry Kasparov,https://www.ted.com/talks/garry_kasparov_don_t_fear_intelligent_machines_work_with_them,https://py.tedcdn.com/consus/projects/00/28/48/002/products/2017-garry-kasparov-002-fallback-f8f28051c200b76c0da1b79fd1fb8d0c-1200k.mp4,eastern european,3,2,white/european,male,
Ellen,2138,Joe Landolina,https://www.ted.com/talks/joe_landolina_this_gel_can_make_you_stop_bleeding_instantly,https://py.tedcdn.com/consus/projects/00/37/03/010/products/2014u-joe-landolina-010-fallback-ccd2daf9e4083bcf600b7ceba6005499-1200k.mp4,us american,5,5,white/european,male,
Ellen,68126,Anees Bahji,https://www.ted.com/talks/anees_bahji_how_do_steroids_affect_your_muscles_and_the_rest_of_your_body,https://py.tedcdn.com/consus/projects/00/52/81/001/products/2020e-anees-bahji-are-anabolic-steroids-bad-for-you-001-fallback-bd604493550a97ff812bd0e6ee97ff88-1200k.mp4,us american,5,5,???,male,animation
Ellen,60310,Ethan Lisi,https://www.ted.com/talks/ethan_lisi_what_it_s_really_like_to_have_autism,https://py.tedcdn.com/consus/projects/00/23/27/003/products/2020y-ethan-lisi-003-fallback-0661b59b73ee7061057e84d8590e0bd3-1200k.mp4,us american,5,5,white/european,male,
Ellen,2204,Andy Yen,https://www.ted.com/talks/andy_yen_think_your_email_s_private_think_again,https://py.tedcdn.com/consus/projects/00/02/63/009/products/2014-andy-yen-009-fallback-7b7d6a2c0f4f39657d49c023165d002e-1200k.mp4,east asian,4,5,east asian,male,
Ellen,25368,Aparna Mehta,https://www.ted.com/talks/aparna_mehta_where_do_your_online_returns_go,https://py.tedcdn.com/consus/projects/00/32/65/001/products/2018s-aparna-mehta-001-fallback-78309aa8ee9ae15f6cf1768469fa6e05-1200k.mp4,south asian,3,5,south asian,female,
Ellen,46,Jennifer Lin,https://www.ted.com/talks/jennifer_lin_improvising_on_piano_aged_14,https://py.tedcdn.com/consus/projects/00/10/90/001/products/2004-jennifer-lin-001-fallback-5fcd81762652048875780537245d1d67-1200k.mp4,us american,5,5,east asian,female,
Ellen,1125,Sam Richards,https://www.ted.com/talks/sam_richards_a_radical_experiment_in_empathy,https://py.tedcdn.com/consus/projects/00/40/03/007/products/2010x-sam-richards-007-fallback-da9ab185c7e82b5c93f4abd9121e3864-1200k.mp4,us american,5,5,white/european,male,
Ellen,39512,Silvia Moreno-García,https://www.ted.com/talks/silvia_moreno_garcia_titan_of_terror_the_dark_imagination_of_h_p_lovecraft,https://py.tedcdn.com/consus/projects/00/44/61/001/products/2019e-silvia-moreno-garcia-hplovecraft-001-fallback-fc4ad94dc3a0433fdc0ff3b5b5c59d65-1200k.mp4,us american,5,5,???,female,animation
Ellen,21177,Hugo Mercier,https://www.ted.com/talks/hugo_mercier_how_can_you_change_someone_s_mind,https://py.tedcdn.com/consus/projects/00/43/48/008/products/2018e-hugo-mercier-arguments-008-fallback-a865d73c3f18dc5472a2364d37d08e6e-1200k.mp4,us american,5,5,???,male,animation
Ellen,79756,Marcus du Sautoy,https://www.ted.com/talks/marcus_du_sautoy_the_paradox_at_the_heart_of_mathematics_godel_s_incompleteness_theorem,https://py.tedcdn.com/consus/projects/00/54/79/001/products/2020e-marcus-du-sautoy-godel-s-incompleteness-theorems-001-fallback-9582bd3a388cf0937b8ec64baf9e651b-1200k.mp4,us american,5,5,???,male,animation
Ellen,2056,Talithia Williams,https://www.ted.com/talks/talithia_williams_own_your_body_s_data,https://py.tedcdn.com/consus/projects/00/23/83/002/products/2014x-talithia-williams-002-fallback-c5c1ee0ca60bfb4893d72397e94d46c1-1200k.mp4,us american,5,5,black/african american,female,
Ellen,2184,Kenneth Shinozuka,https://www.ted.com/talks/kenneth_shinozuka_my_simple_invention_designed_to_keep_my_grandfather_safe,https://py.tedcdn.com/consus/projects/00/02/38/005/products/2014-kenneth-shinozuka-005-fallback-eafdae15f9ed647b58cd35eea46a0015-1200k.mp4,us american,5,5,east asian,male,
Ellen,25241,Daniel Kraft,https://www.ted.com/talks/daniel_kraft_the_pharmacy_of_the_future_personalized_pills_3d_printed_at_home,https://py.tedcdn.com/consus/projects/00/32/63/002/products/2018s-daniel-kraft-002-fallback-86ca13c7dfec5e916d39f3043e12cc75-1200k.mp4,us american,5,5,white/european,male,
Ellen,319,Kevin Kelly,https://www.ted.com/talks/kevin_kelly_the_next_5_000_days_of_the_web,https://py.tedcdn.com/consus/projects/00/20/00/003/products/2007p-kevin-kelly-003-fallback-87b87eeea5f908aee444e91e65e1a855-1200k.mp4,us american,5,5,white/european,male,
Ellen,2544,Oded Shoseyov,https://www.ted.com/talks/oded_shoseyov_how_we_re_harnessing_nature_s_hidden_superpowers,https://py.tedcdn.com/consus/projects/00/26/42/003/products/2016s-oded-shoseyov-003-fallback-c7b9445d141b2bc20ff2bb7ca6c64f13-1200k.mp4,eastern european,3,3,white/european,male,
Ellen,16294,Rebeca Hwang,https://www.ted.com/talks/rebeca_hwang_the_power_of_diversity_within_yourself,https://py.tedcdn.com/consus/projects/00/31/67/005/products/2018-rebeca-hwang-005-fallback-043e0e0ba178dabf0c2e6b1cde2bd746-1200k.mp4,latin american,4,3,east asian,female,speaker states she's korean but grew up in argentina
Ellen,2094,Kenneth Cukier,https://www.ted.com/talks/kenneth_cukier_big_data_is_better_data,https://py.tedcdn.com/consus/projects/00/15/24/004/products/2014s-kenneth-cukier-004-fallback-89f1f359490c33fd108c3b6d97fb178c-1200k.mp4,us american,5,5,white/european,male,
Ellen,38297,Romain Lacombe,https://www.ted.com/talks/romain_lacombe_a_personal_air_quality_tracker_that_lets_you_know_what_you_re_breathing,https://py.tedcdn.com/consus/projects/00/04/78/004/products/2018u-romain-lacombe-004-fallback-1e340261a997bb497bbe04a2ffa7cdfc-1200k.mp4,northern/western european,4,3,white/european,male,
Ellen,52466,Christopher Bahl,https://www.ted.com/talks/christopher_bahl_a_new_type_of_medicine_custom_made_with_tiny_proteins,https://py.tedcdn.com/consus/projects/00/21/87/001/products/2019u-christopher-bahl-001-fallback-5e898e68c7c13b9154352dfa5a21c21f-1200k.mp4,us american,5,5,white/european,male,
Ellen,1797,Tania Luna,https://www.ted.com/talks/tania_luna_how_a_penny_made_me_feel_like_a_millionaire,https://py.tedcdn.com/consus/projects/00/17/03/004/products/2012s-tania-luna-004-fallback-91436383a00f942abd73be3a45f16a12-1200k.mp4,us american,5,5,white/european,female,
Ellen,23889,David J. Malan,https://www.ted.com/talks/david_j_malan_what_s_an_algorithm,https://py.tedcdn.com/consus/projects/00/41/82/004/products/2013e-david-j-malan-algorithm-004-fallback-de97c4ad5cf0324ab0f05c662205358a-1200k.mp4,us american,5,5,???,male,animation
Ellen,65879,Madame Gandhi,https://www.ted.com/talks/madame_gandhi_why_we_must_stop_dancing_to_the_sound_of_our_own_oppression,https://py.tedcdn.com/consus/projects/00/36/56/008/products/2020-madame-gandhi-008-fallback-42f5f17594648b5fa410a4ca47e21bd0-1200k.mp4,us american,5,5,south asian,female,
Ellen,23806,Jessica Green and Karen Guillemin,https://www.ted.com/talks/jessica_green_and_karen_guillemin_you_are_your_microbes,https://py.tedcdn.com/consus/projects/00/41/50/011/products/2012e-jessica-green-and-karen-guillemin-microbes-011-fallback-b00f3d54d2d1531bf734caa2ee66e70c-1200k.mp4,us american,5,5,???,female,animation
Ellen,2286,Steve Silberman,https://www.ted.com/talks/steve_silberman_the_forgotten_history_of_autism,https://py.tedcdn.com/consus/projects/00/02/40/003/products/2015-steve-silberman-003-fallback-af38d6596f189d84404dcefb8b706709-1200k.mp4,us american,5,5,white/european,male,
Ellen,64774,Menno Schilthuizen,https://www.ted.com/talks/menno_schilthuizen_how_animals_and_plants_are_evolving_in_cities,https://py.tedcdn.com/consus/projects/00/36/23/004/products/2019x-menno-schilthuizen-004-fallback-f137af594b1bfbe03b4e3cd3b62018af-1200k.mp4,northern/western european,4,5,white/european,male,speaker states he grew up in the netherlands
Ellen,852,Nicholas Christakis,https://www.ted.com/talks/nicholas_christakis_the_hidden_influence_of_social_networks,https://py.tedcdn.com/consus/projects/00/03/13/006/products/2010-nicholas-christakis-006-fallback-b2a1ce49f292c570cf66a468f7967876-1200k.mp4,us american,5,5,white/european,male,
Ellen,2616,Kandice Sumner,https://www.ted.com/talks/kandice_sumner_how_america_s_public_schools_keep_kids_in_poverty,https://py.tedcdn.com/consus/projects/00/40/58/006/products/2015x-kandice-sumner-006-fallback-b1d42e2308d17e07f9a595481d798704-1200k.mp4,us american,5,5,black/african american,female,
Ellen,31849,Leland Melvin,https://www.ted.com/talks/leland_melvin_an_astronaut_s_story_of_curiosity_perspective_and_change,https://py.tedcdn.com/consus/projects/00/02/70/005/products/2018s-leland-melvin-005-fallback-e87e42a3e7a69061904a442550d28d6d-1200k.mp4,us american,5,5,black/african american,male,
Ellen,1548,Mark Forsyth,https://www.ted.com/talks/mark_forsyth_what_s_a_snollygoster_a_short_lesson_in_political_speak,https://py.tedcdn.com/consus/projects/00/38/52/002/products/2012x-mark-forsyth-002-fallback-3ae3659d8326fadbc09201254245a954-1200k.mp4,british and australian,3,5,white/european,male,
Ellen,30301,Cecile Richards,https://www.ted.com/talks/cecile_richards_the_political_progress_women_have_made_and_what_s_next,https://py.tedcdn.com/consus/projects/00/01/08/002/products/2018w-cecile-richards-002-fallback-121c18f20999b7c8a63f57f791424213-1200k.mp4,us american,5,5,white/european,female,
Ellen,252,Dean Ornish,https://www.ted.com/talks/dean_ornish_your_genes_are_not_your_fate,https://py.tedcdn.com/consus/projects/00/11/84/005/products/2008-dean-ornish-005-fallback-9568e3576a5fb1909430d534d2470ab1-1200k.mp4,us american,5,5,white/european,male,
Ellen,1440,Michael Tilson Thomas,https://www.ted.com/talks/michael_tilson_thomas_music_and_emotion_through_time,https://py.tedcdn.com/consus/projects/00/13/67/005/products/2012-michael-tilson-thomas-005-fallback-3edb92f13b3e092312c85bcf2253b974-1200k.mp4,us american,5,5,white/european,male,
Ellen,66681,Reed Hastings,https://www.ted.com/talks/reed_hastings_3_secrets_to_netflix_s_success,https://py.tedcdn.com/consus/projects/00/48/16/003/products/2020v-reed-hastings-003-fallback-0a7806c0284ad9648d5ae8de6e411e31-1200k.mp4,"british and australian, us american","4,5","5,5",white/european,two males ,"interview, two speakers"
Ellen,63,Charles Leadbeater,https://www.ted.com/talks/charles_leadbeater_the_era_of_open_innovation,https://py.tedcdn.com/consus/projects/00/03/39/001/products/2005-charles-leadbeater-001-fallback-1043c1b98eb4c0d23fe356554aae9ead-1200k.mp4,british and australian,3,5,white/european,male,
Ellen,24091,Deborah Gordon,https://www.ted.com/talks/deborah_gordon_inside_the_ant_colony,https://py.tedcdn.com/consus/projects/00/42/28/005/products/2014e-deborah-gordon-ant-colony-005-fallback-a54d20bfdc4b1ab23f1c045b9c19958c-1200k.mp4,us american,5,5,???,male,animation
Ellen,2092,Moshe Safdie,https://www.ted.com/talks/moshe_safdie_how_to_reinvent_the_apartment_building,https://py.tedcdn.com/consus/projects/00/18/25/006/products/2014u-moshe-safdie-006-fallback-66d8d2c39e90224ce16c6c5b6c7809f7-1200k.mp4,british and australian,3,5,white/european,male,
Ellen,50791,Tina Arrowood,https://www.ted.com/talks/tina_arrowood_a_circular_economy_for_salt_that_keeps_rivers_clean,https://py.tedcdn.com/consus/projects/00/06/65/005/products/2019s-tina-arrowood-005-fallback-54fb979fb7b92bafb765fec13059978c-1200k.mp4,us american,5,5,white/european,female,speaker states she grew up in northern wisconsin
Ellen,2655,David Autor,https://www.ted.com/talks/david_autor_will_automation_take_away_all_our_jobs,https://py.tedcdn.com/consus/projects/00/27/23/006/products/2016x-david-autor-006-fallback-a7afbf30a4d7abf6f4a18a18f65310c6-1200k.mp4,us american,5,5,white/european,male,
Ellen,2315,Tony Wyss-Coray,https://www.ted.com/talks/tony_wyss_coray_how_young_blood_might_help_reverse_aging_yes_really,https://py.tedcdn.com/consus/projects/00/02/62/002/products/2015-tony-wyss-coray-002-fallback-f7c5f871c0781dc32902b06ccb2cca1c-1200k.mp4,northern/western european,4,4,white/european,male,
Ellen,1832,Kelli Swazey,https://www.ted.com/talks/kelli_swazey_life_that_doesn_t_end_with_death,https://py.tedcdn.com/consus/projects/00/18/85/003/products/2013p-kelli-swazey-003-fallback-d859e388dfc8b4657e032aa712950520-1200k.mp4,us american,5,5,white/european,female,
Ellen,2807,Anab Jain,https://www.ted.com/talks/anab_jain_why_we_need_to_imagine_different_futures,https://py.tedcdn.com/consus/projects/00/28/66/005/products/2017-anab-jain-005-fallback-47c732185d00ba824e252f91a235366c-1200k.mp4,south asian,3,5,south asian,female,
Ellen,1482,Marco Tempest,https://www.ted.com/talks/marco_tempest_the_electric_rise_and_fall_of_nikola_tesla,https://py.tedcdn.com/consus/projects/00/03/79/001/products/2012-marco-tempest-01-nikola-tesla-001-fallback-9560a7e3d982779c245a517dd5f46658-1200k.mp4,southern european,3,2,white/european,male,
Ellen,24227,Emma Bryce,https://www.ted.com/talks/emma_bryce_how_to_use_a_semicolon,https://py.tedcdn.com/consus/projects/00/42/61/006/products/2015e-emma-bryce-semicolon-006-fallback-0a9af7bcaf862699a8d8b934a369bc12-1200k.mp4,us american,5,5,???,male,animation
Ellen,1203,Mark Pagel,https://www.ted.com/talks/mark_pagel_how_language_transformed_humanity,https://py.tedcdn.com/consus/projects/00/11/88/003/products/2011g-mark-pagel-003-fallback-5158473004a50f37c15cd0aaf491958d-1200k.mp4,us american,5,5,white/european,male,
Ellen,2363,Cesar Harada,https://www.ted.com/talks/cesar_harada_how_i_teach_kids_to_love_science,https://py.tedcdn.com/consus/projects/00/25/43/003/products/2015f-cesar-harada-003-fallback-88d6c6667fc2107e815c3ec00265aa7e-1200k.mp4,latin american,4,4,hispanic/latino,male,
Ellen,25727,Darieth Chisolm,https://www.ted.com/talks/darieth_chisolm_how_revenge_porn_turns_lives_upside_down,https://py.tedcdn.com/consus/projects/00/32/70/002/products/2018x-darieth-chisolm-002-fallback-4cf41f53878ef9c560749fc43131f727-1200k.mp4,us american,5,5,white/european,female,
Ellen,2219,Anand Giridharadas,https://www.ted.com/talks/anand_giridharadas_a_tale_of_two_americas_and_the_mini_mart_where_they_collided,https://py.tedcdn.com/consus/projects/00/15/93/008/products/2015-anand-giridharadas-008-fallback-6737337603d0244d614b42e9227fe6d1-1200k.mp4,us american,5,5,south asian,male,
Ellen,1139,Sean Carroll,https://www.ted.com/talks/sean_carroll_distant_time_and_the_hint_of_a_multiverse,https://py.tedcdn.com/consus/projects/00/20/88/005/products/2010x-sean-carroll-005-fallback-817ca76a01ba7d71e2cc0049d1b71780-1200k.mp4,us american,5,5,white/european,male,
Ellen,65068,Chloé Valdary,https://www.ted.com/talks/chloe_valdary_how_love_can_help_repair_social_inequality,https://py.tedcdn.com/consus/projects/00/39/27/002/products/2020-chloe-valdary-002-fallback-aaa7c699d9f63877cdd4bf6b89cc2b3f-1200k.mp4,us american,4,5,black/african american,female,
Ellen,2645,Kevin Kelly,https://www.ted.com/talks/kevin_kelly_how_ai_can_bring_on_a_second_industrial_revolution,https://py.tedcdn.com/consus/projects/00/27/15/004/products/2016t-kevin-kelly-004-fallback-71ba42d22c1a32f2a6ee93591487816e-1200k.mp4,us american,5,5,white/european,male,
Ellen,1226,Niall Ferguson,https://www.ted.com/talks/niall_ferguson_the_6_killer_apps_of_prosperity,https://py.tedcdn.com/consus/projects/00/08/93/003/products/2011g-niall-ferguson-003-fallback-fa0471b1882bc9a89778c8090887a466-1200k.mp4,british and australian,3,5,white/european,male,
Ellen,44202,Julius Maada Bio,https://www.ted.com/talks/julius_maada_bio_a_vision_for_the_future_of_sierra_leone,https://py.tedcdn.com/consus/projects/00/05/41/003/products/2019-julius-maada-bio-003-fallback-f08610873eaab656e9d6c1e14d784fdc-1200k.mp4,african,3,5,black/african american,male,
Ellen,75050, TED-Ed,https://www.ted.com/talks/ted_ed_why_good_ideas_get_trapped_in_the_valley_of_death_and_how_to_rescue_them,https://py.tedcdn.com/consus/projects/00/52/66/001/products/2021e-ted-ed-plan-for-zero-001-fallback-f9c20389b32e96a3bddcc500e0edbffb-1200k.mp4,british and australian,3,5,???,male,animation
